id,logged_at,alert_zone,alert_message,spy_price,snap_level,snap_distance,snap_direction,regime,bias,net_gex,net_dex
290,2026-03-11T21:09:17,warning,&#9888; SNAP WARNING — $1.90 from flip level $624. Monitor for downside acceleration,625.9,624,1.8999999999999773,Below,PINNED,Neutral,1603306787.5627,-353692334.59999996
291,2026-03-11T21:09:18,warning,&#9888; SNAP WARNING — $1.91 from flip level $624. Monitor for downside acceleration,625.91,624,1.9099999999999682,Below,PINNED,Neutral,1647051383.99802,-352792919.68000007
292,2026-03-11T21:09:18,warning,&#9888; SNAP WARNING — $1.91 from flip level $624. Monitor for downside acceleration,625.91,624,1.9099999999999682,Below,PINNED,Neutral,1647051383.99802,-352792919.68000007
293,2026-03-11T21:09:19,warning,&#9888; SNAP WARNING — $1.91 from flip level $624. Monitor for downside acceleration,625.91,624,1.9099999999999682,Below,PINNED,Neutral,1647051383.99802,-352792919.68000007
294,2026-03-11T21:09:20,warning,&#9888; SNAP WARNING — $1.91 from flip level $624. Monitor for downside acceleration,625.91,624,1.9099999999999682,Below,PINNED,Neutral,1647051383.99802,-352792919.68000007
295,2026-03-11T21:09:20,warning,&#9888; SNAP WARNING — $1.91 from flip level $624. Monitor for downside acceleration,625.91,624,1.9099999999999682,Below,PINNED,Neutral,1647051383.99802,-352792919.68000007
296,2026-03-11T21:09:21,warning,&#9888; SNAP WARNING — $1.91 from flip level $624. Monitor for downside acceleration,625.91,624,1.9099999999999682,Below,PINNED,Neutral,1647051383.99802,-352792919.68000007
297,2026-03-11T21:09:21,warning,&#9888; SNAP WARNING — $1.91 from flip level $624. Monitor for downside acceleration,625.91,624,1.9099999999999682,Below,PINNED,Neutral,1647051383.99802,-352792919.68000007
298,2026-03-11T21:09:22,warning,&#9888; SNAP WARNING — $1.91 from flip level $624. Monitor for downside acceleration,625.91,624,1.9099999999999682,Below,PINNED,Neutral,1647051383.99802,-352792919.68000007
299,2026-03-11T21:09:22,warning,&#9888; SNAP WARNING — $1.91 from flip level $624. Monitor for downside acceleration,625.91,624,1.9099999999999682,Below,PINNED,Neutral,1647051383.99802,-352792919.68000007
300,2026-03-11T21:09:23,warning,&#9888; SNAP WARNING — $1.91 from flip level $624. Monitor for downside acceleration,625.91,624,1.9099999999999682,Below,PINNED,Neutral,1647227677.4956648,-352376063.62000006
301,2026-03-11T21:09:23,warning,&#9888; SNAP WARNING — $1.91 from flip level $624. Monitor for downside acceleration,625.91,624,1.9099999999999682,Below,PINNED,Neutral,1647227677.4956648,-352376063.62000006
302,2026-03-11T21:09:24,warning,&#9888; SNAP WARNING — $1.91 from flip level $624. Monitor for downside acceleration,625.91,624,1.9099999999999682,Below,PINNED,Neutral,1647227677.4956648,-352376063.62000006
303,2026-03-11T21:09:24,warning,&#9888; SNAP WARNING — $1.93 from flip level $624. Monitor for downside acceleration,625.9307,624,1.9307000000000016,Below,PINNED,Neutral,1714814494.0343542,-316869905.7066
304,2026-03-11T21:09:25,warning,&#9888; SNAP WARNING — $1.93 from flip level $624. Monitor for downside acceleration,625.93,624,1.92999999999995,Below,PINNED,Neutral,1749084304.724964,-321866976.46
305,2026-03-11T21:09:26,warning,&#9888; SNAP WARNING — $1.94 from flip level $624. Monitor for downside acceleration,625.94,624,1.9400000000000546,Below,PINNED,Neutral,1750973820.8437443,-287220706.22
306,2026-03-11T21:09:26,warning,&#9888; SNAP WARNING — $1.93 from flip level $624. Monitor for downside acceleration,625.93,624,1.92999999999995,Below,PINNED,Neutral,1653068730.1389208,-353437633.8
307,2026-03-11T21:09:27,warning,&#9888; SNAP WARNING — $1.92 from flip level $624. Monitor for downside acceleration,625.9235,624,1.92349999999999,Below,PINNED,Neutral,1749047978.0144708,-323121114.3285
308,2026-03-11T21:09:27,warning,&#9888; SNAP WARNING — $1.92 from flip level $624. Monitor for downside acceleration,625.9235,624,1.92349999999999,Below,PINNED,Neutral,1749047978.0144708,-323030981.3445
309,2026-03-11T21:09:28,warning,&#9888; SNAP WARNING — $1.92 from flip level $624. Monitor for downside acceleration,625.9235,624,1.92349999999999,Below,PINNED,Neutral,1749047978.0144708,-323030981.3445
310,2026-03-11T21:09:32,warning,&#9888; SNAP WARNING — $1.97 from flip level $624. Monitor for downside acceleration,625.9749,624,1.9749000000000478,Below,PINNED,Neutral,1659849703.0757682,-276253364.9433
311,2026-03-11T21:10:01,critical,&#9889; SNAP CRITICAL — $0.03 from flip at $626! Dealer positioning about to reverse bearish,626.03,626,0.029999999999972715,Below,SNAP IMMINENT,Bearish,1856906047.2222447,-28226440.639999975
312,2026-03-11T21:10:02,critical,&#9889; SNAP CRITICAL — $0.03 from flip at $626! Dealer positioning about to reverse bearish,626.03,626,0.029999999999972715,Below,SNAP IMMINENT,Bearish,1856906047.2222447,-28226440.639999975
313,2026-03-11T21:10:03,critical,&#9889; SNAP CRITICAL — $0.03 from flip at $626! Dealer positioning about to reverse bearish,626.03,626,0.029999999999972715,Below,SNAP IMMINENT,Bearish,1943554216.4016259,-14385543.369999968
314,2026-03-11T21:10:03,critical,&#9889; SNAP CRITICAL — $0.03 from flip at $626! Dealer positioning about to reverse bearish,626.03,626,0.029999999999972715,Below,SNAP IMMINENT,Bearish,1943554216.4016259,-14477569.779999968
315,2026-03-11T21:10:04,critical,&#9889; SNAP CRITICAL — $0.04 from flip at $626! Dealer positioning about to reverse bearish,626.04,626,0.03999999999996362,Below,SNAP IMMINENT,Bearish,1943616308.305824,-22746537.359999947
316,2026-03-11T21:10:05,critical,&#9889; SNAP CRITICAL — $0.04 from flip at $626! Dealer positioning about to reverse bearish,626.04,626,0.03999999999996362,Below,SNAP IMMINENT,Bearish,1748923108.0102081,-63856.07999992743
317,2026-03-11T21:10:57,critical,&#9889; SNAP CRITICAL — $0.19 from flip at $626! Dealer positioning about to reverse bearish,626.1899,626,0.18989999999996598,Below,SNAP IMMINENT,Bearish,2348792976.3667088,-42971029.50769996
318,2026-03-11T21:10:57,critical,&#9889; SNAP CRITICAL — $0.18 from flip at $626! Dealer positioning about to reverse bearish,626.181,626,0.18100000000004002,Below,SNAP IMMINENT,Bearish,2348726210.3299713,-42970418.76299993
319,2026-03-11T21:10:58,critical,&#9889; SNAP CRITICAL — $0.17 from flip at $626! Dealer positioning about to reverse bearish,626.1699,626,0.16989999999998417,Below,SNAP IMMINENT,Bearish,2284834419.514687,-77303178.83460005
320,2026-03-11T21:11:00,critical,&#9889; SNAP CRITICAL — $0.18 from flip at $626! Dealer positioning about to reverse bearish,626.18,626,0.17999999999994998,Below,SNAP IMMINENT,Bearish,2284908127.988216,-65262358.13999996
321,2026-03-11T21:11:01,critical,&#9889; SNAP CRITICAL — $0.16 from flip at $626! Dealer positioning about to reverse bearish,626.16,626,0.15999999999996817,Below,SNAP IMMINENT,Bearish,2251169070.4776955,-83488417.43999992
322,2026-03-11T21:11:02,critical,&#9889; SNAP CRITICAL — $0.16 from flip at $626! Dealer positioning about to reverse bearish,626.165,626,0.16499999999996362,Below,SNAP IMMINENT,Bearish,2284798660.3865314,-75330780.32499997
323,2026-03-11T21:11:03,warning,&#9888; SNAP WARNING — $1.16 from flip level $625. Monitor for downside acceleration,626.16,625,1.1599999999999682,Below,PINNED,Neutral,2251169070.4776955,-187122906.71999997
324,2026-03-11T21:11:03,warning,&#9888; SNAP WARNING — $1.16 from flip level $625. Monitor for downside acceleration,626.16,625,1.1599999999999682,Below,PINNED,Neutral,2251169070.4776955,-192212335.19999996
325,2026-03-11T21:11:04,warning,&#9888; SNAP WARNING — $1.17 from flip level $625. Monitor for downside acceleration,626.17,625,1.169999999999959,Below,PINNED,Neutral,2284835149.295726,-175728974.97000006
326,2026-03-11T21:11:49,warning,&#9888; SNAP WARNING — $1.19 from flip level $625. Monitor for downside acceleration,626.1852,625,1.185200000000009,Below,PINNED,Neutral,2424681571.366501,-169161427.03919998
327,2026-03-11T21:11:54,critical,&#9889; SNAP CRITICAL — $0.19 from flip at $626! Dealer positioning about to reverse bearish,626.19,626,0.19000000000005457,Below,SNAP IMMINENT,Bearish,2409065556.5960197,-73165918.16999996
328,2026-03-11T21:11:54,critical,&#9889; SNAP CRITICAL — $0.19 from flip at $626! Dealer positioning about to reverse bearish,626.19,626,0.19000000000005457,Below,SNAP IMMINENT,Bearish,2458217035.9791546,-65836364.21999995
329,2026-03-11T21:11:56,critical,&#9889; SNAP CRITICAL — $0.15 from flip at $626! Dealer positioning about to reverse bearish,626.15,626,0.14999999999997726,Below,SNAP IMMINENT,Bearish,2309193184.3134003,-122775492.00000001
330,2026-03-11T21:11:57,critical,&#9889; SNAP CRITICAL — $0.15 from flip at $626! Dealer positioning about to reverse bearish,626.15,626,0.14999999999997726,Below,SNAP IMMINENT,Bearish,2309193184.3134003,-124033427.35000001
331,2026-03-11T21:11:58,critical,&#9889; SNAP CRITICAL — $0.15 from flip at $626! Dealer positioning about to reverse bearish,626.15,626,0.14999999999997726,Below,SNAP IMMINENT,Bearish,2309193184.3134003,-124033427.35000001
332,2026-03-11T21:11:58,critical,&#9889; SNAP CRITICAL — $0.15 from flip at $626! Dealer positioning about to reverse bearish,626.15,626,0.14999999999997726,Below,SNAP IMMINENT,Bearish,2309193184.3134003,-124033427.35000001
333,2026-03-11T21:12:01,critical,&#9889; SNAP CRITICAL — $0.15 from flip at $626! Dealer positioning about to reverse bearish,626.155,626,0.15499999999997272,Below,SNAP IMMINENT,Bearish,2303223550.0065436,-117131058.91999996
334,2026-03-11T21:12:16,critical,&#9889; SNAP CRITICAL — $0.16 from flip at $626! Dealer positioning about to reverse bearish,626.16,626,0.15999999999996817,Below,SNAP IMMINENT,Bearish,2431136033.8715515,-88393754.87999998
335,2026-03-11T21:12:16,critical,&#9889; SNAP CRITICAL — $0.16 from flip at $626! Dealer positioning about to reverse bearish,626.16,626,0.15999999999996817,Below,SNAP IMMINENT,Bearish,2431136033.8715515,-88393754.87999998
336,2026-03-11T21:12:17,critical,&#9889; SNAP CRITICAL — $0.16 from flip at $626! Dealer positioning about to reverse bearish,626.16,626,0.15999999999996817,Below,SNAP IMMINENT,Bearish,2393281062.7038717,-100484904.47999994
337,2026-03-11T21:12:17,critical,&#9889; SNAP CRITICAL — $0.16 from flip at $626! Dealer positioning about to reverse bearish,626.1599,626,0.15989999999999327,Below,SNAP IMMINENT,Bearish,2391755121.775546,-100484888.4321999
338,2026-03-11T21:12:18,critical,&#9889; SNAP CRITICAL — $0.16 from flip at $626! Dealer positioning about to reverse bearish,626.1599,626,0.15989999999999327,Below,SNAP IMMINENT,Bearish,2391755121.775546,-100484888.4321999
339,2026-03-11T21:12:18,critical,&#9889; SNAP CRITICAL — $0.16 from flip at $626! Dealer positioning about to reverse bearish,626.16,626,0.15999999999996817,Below,SNAP IMMINENT,Bearish,2400950076.0238075,-99260135.51999994
340,2026-03-11T21:12:19,critical,&#9889; SNAP CRITICAL — $0.16 from flip at $626! Dealer positioning about to reverse bearish,626.16,626,0.15999999999996817,Below,SNAP IMMINENT,Bearish,2400950076.0238075,-99260135.51999994
341,2026-03-11T21:12:19,critical,&#9889; SNAP CRITICAL — $0.16 from flip at $626! Dealer positioning about to reverse bearish,626.16,626,0.15999999999996817,Below,SNAP IMMINENT,Bearish,2400950076.0238075,-99260135.51999994
342,2026-03-11T21:12:21,critical,&#9889; SNAP CRITICAL — $0.18 from flip at $626! Dealer positioning about to reverse bearish,626.18,626,0.17999999999994998,Below,SNAP IMMINENT,Bearish,2487867650.722304,-56639233.360000014
343,2026-03-11T21:12:22,critical,&#9889; SNAP CRITICAL — $0.18 from flip at $626! Dealer positioning about to reverse bearish,626.18,626,0.17999999999994998,Below,SNAP IMMINENT,Bearish,2487867650.722304,-64909818.8
344,2026-03-11T21:12:22,critical,&#9889; SNAP CRITICAL — $0.18 from flip at $626! Dealer positioning about to reverse bearish,626.18,626,0.17999999999994998,Below,SNAP IMMINENT,Bearish,2487867650.722304,-66167814.419999994
345,2026-03-11T21:12:23,critical,&#9889; SNAP CRITICAL — $0.18 from flip at $626! Dealer positioning about to reverse bearish,626.18,626,0.17999999999994998,Below,SNAP IMMINENT,Bearish,2452966705.78478,-71741442.6
346,2026-03-11T21:12:24,critical,&#9889; SNAP CRITICAL — $0.18 from flip at $626! Dealer positioning about to reverse bearish,626.18,626,0.17999999999994998,Below,SNAP IMMINENT,Bearish,2452966705.78478,-69767723.24
347,2026-03-11T21:12:25,critical,&#9889; SNAP CRITICAL — $0.16 from flip at $626! Dealer positioning about to reverse bearish,626.16,626,0.15999999999996817,Below,SNAP IMMINENT,Bearish,2400950076.0238075,-98236363.91999994
348,2026-03-11T21:12:27,critical,&#9889; SNAP CRITICAL — $0.18 from flip at $626! Dealer positioning about to reverse bearish,626.18,626,0.17999999999994998,Below,SNAP IMMINENT,Bearish,2452966705.78478,-76047682.45999996
349,2026-03-11T21:12:29,critical,&#9889; SNAP CRITICAL — $0.18 from flip at $626! Dealer positioning about to reverse bearish,626.18,626,0.17999999999994998,Below,SNAP IMMINENT,Bearish,2471442523.3946676,-80993878.27999996
350,2026-03-11T21:12:33,critical,&#9889; SNAP CRITICAL — $0.16 from flip at $626! Dealer positioning about to reverse bearish,626.16,626,0.15999999999996817,Below,SNAP IMMINENT,Bearish,2396331416.67264,-106769046.23999992
351,2026-03-11T21:12:33,critical,&#9889; SNAP CRITICAL — $0.16 from flip at $626! Dealer positioning about to reverse bearish,626.16,626,0.15999999999996817,Below,SNAP IMMINENT,Bearish,2394323985.783168,-113705646.71999998
352,2026-03-11T21:12:35,critical,&#9889; SNAP CRITICAL — $0.18 from flip at $626! Dealer positioning about to reverse bearish,626.18,626,0.17999999999994998,Below,SNAP IMMINENT,Bearish,2524188002.7003155,-86864941.95999995
353,2026-03-11T21:12:35,critical,&#9889; SNAP CRITICAL — $0.18 from flip at $626! Dealer positioning about to reverse bearish,626.18,626,0.17999999999994998,Below,SNAP IMMINENT,Bearish,2524188002.7003155,-78594356.51999997
354,2026-03-11T21:12:36,critical,&#9889; SNAP CRITICAL — $0.19 from flip at $626! Dealer positioning about to reverse bearish,626.19,626,0.19000000000005457,Below,SNAP IMMINENT,Bearish,2564730860.1485586,-62054802.809999995
355,2026-03-11T21:12:36,critical,&#9889; SNAP CRITICAL — $0.18 from flip at $626! Dealer positioning about to reverse bearish,626.185,626,0.18499999999994543,Below,SNAP IMMINENT,Bearish,2480206387.422477,-78594984.09
356,2026-03-11T21:12:37,critical,&#9889; SNAP CRITICAL — $0.18 from flip at $626! Dealer positioning about to reverse bearish,626.185,626,0.18499999999994543,Below,SNAP IMMINENT,Bearish,2481731686.197412,-70467728.97499998
357,2026-03-11T21:12:37,critical,&#9889; SNAP CRITICAL — $0.18 from flip at $626! Dealer positioning about to reverse bearish,626.185,626,0.18499999999994543,Below,SNAP IMMINENT,Bearish,2428416808.452439,-86323359.35999998
358,2026-03-11T21:12:39,critical,&#9889; SNAP CRITICAL — $0.17 from flip at $626! Dealer positioning about to reverse bearish,626.17,626,0.16999999999995907,Below,SNAP IMMINENT,Bearish,2394400462.8211417,-120177677.25000001
359,2026-03-11T21:12:40,critical,&#9889; SNAP CRITICAL — $0.16 from flip at $626! Dealer positioning about to reverse bearish,626.16,626,0.15999999999996817,Below,SNAP IMMINENT,Bearish,2394323985.783168,-120175757.99999997
360,2026-03-11T21:12:40,critical,&#9889; SNAP CRITICAL — $0.16 from flip at $626! Dealer positioning about to reverse bearish,626.16,626,0.15999999999996817,Below,SNAP IMMINENT,Bearish,2400852056.937408,-121426825.67999998
361,2026-03-11T21:12:41,critical,&#9889; SNAP CRITICAL — $0.16 from flip at $626! Dealer positioning about to reverse bearish,626.16,626,0.15999999999996817,Below,SNAP IMMINENT,Bearish,2400852056.937408,-121426825.67999998
362,2026-03-11T21:12:41,critical,&#9889; SNAP CRITICAL — $0.16 from flip at $626! Dealer positioning about to reverse bearish,626.1599,626,0.15989999999999327,Below,SNAP IMMINENT,Bearish,2399326113.5908523,-122157534.89099997
363,2026-03-11T21:12:42,critical,&#9889; SNAP CRITICAL — $0.16 from flip at $626! Dealer positioning about to reverse bearish,626.1599,626,0.15989999999999327,Below,SNAP IMMINENT,Bearish,2399326113.5908523,-122157534.89099997
364,2026-03-11T21:12:42,critical,&#9889; SNAP CRITICAL — $0.16 from flip at $626! Dealer positioning about to reverse bearish,626.1599,626,0.15989999999999327,Below,SNAP IMMINENT,Bearish,2399326113.5908523,-123415490.13009997
365,2026-03-11T21:13:24,warning,&#9888; SNAP WARNING — $0.83 from flip level $625. Monitor for downside acceleration,625.825,625,0.8250000000000455,Below,PINNED,Neutral,994044872.7727811,-22933982.950000163
366,2026-03-11T21:13:25,warning,&#9888; SNAP WARNING — $0.79 from flip level $625. Monitor for downside acceleration,625.79,625,0.7899999999999636,Below,PINNED,Neutral,834848690.2188615,-58428760.72000011
367,2026-03-11T21:13:25,warning,&#9888; SNAP WARNING — $0.78 from flip level $625. Monitor for downside acceleration,625.78,625,0.7799999999999727,Below,PINNED,Neutral,736667316.5038279,-69832041.76000006
368,2026-03-11T21:13:42,warning,&#9888; SNAP WARNING — $1.88 from flip level $624. Monitor for downside acceleration,625.88,624,1.8799999999999955,Below,PINNED,Neutral,1535545449.35928,-399686968.00000006
369,2026-03-11T21:13:42,warning,&#9888; SNAP WARNING — $1.87 from flip level $624. Monitor for downside acceleration,625.87,624,1.8700000000000045,Below,PINNED,Neutral,1567753968.0908694,-400937954.83
370,2026-03-11T21:13:44,warning,&#9888; SNAP WARNING — $1.86 from flip level $624. Monitor for downside acceleration,625.8603,624,1.860300000000052,Below,PINNED,Neutral,1621948143.450403,-382100856.2163001
371,2026-03-11T21:13:44,warning,&#9888; SNAP WARNING — $1.86 from flip level $624. Monitor for downside acceleration,625.8603,624,1.860300000000052,Below,PINNED,Neutral,1623252508.1637397,-381058798.81680006
372,2026-03-11T21:13:45,warning,&#9888; SNAP WARNING — $1.89 from flip level $624. Monitor for downside acceleration,625.89,624,1.8899999999999864,Below,PINNED,Neutral,1644877749.464532,-368463320.67
373,2026-03-11T21:13:45,warning,&#9888; SNAP WARNING — $1.88 from flip level $624. Monitor for downside acceleration,625.885,624,1.884999999999991,Below,PINNED,Neutral,1723589607.627342,-337228089.77000004
374,2026-03-11T21:13:46,warning,&#9888; SNAP WARNING — $0.91 from flip level $625. Monitor for downside acceleration,625.915,625,0.9149999999999636,Below,PINNED,Neutral,1723754842.2230217,-54125373.709999986
375,2026-03-11T21:13:46,warning,&#9888; SNAP WARNING — $0.92 from flip level $625. Monitor for downside acceleration,625.92,625,0.9199999999999591,Below,PINNED,Neutral,1777052143.9272957,-23122736.64000002
376,2026-03-11T21:13:47,warning,&#9888; SNAP WARNING — $1.92 from flip level $624. Monitor for downside acceleration,625.92,624,1.919999999999959,Below,PINNED,Neutral,1810619498.446848,-288213626.88000005
377,2026-03-11T21:13:50,warning,&#9888; SNAP WARNING — $1.95 from flip level $624. Monitor for downside acceleration,625.95,624,1.9500000000000455,Below,PINNED,Neutral,1818621498.373876,-271754314.65000004
378,2026-03-11T21:13:51,warning,&#9888; SNAP WARNING — $1.95 from flip level $624. Monitor for downside acceleration,625.95,624,1.9500000000000455,Below,PINNED,Neutral,1818621498.373876,-271754314.65000004
379,2026-03-11T21:14:09,critical,&#9889; SNAP CRITICAL — $0.00 from flip at $626! Dealer positioning about to reverse bearish,626.0,626,0.0,Below,SNAP IMMINENT,Bearish,1735669747.88,-37376581.999999985
380,2026-03-11T21:14:09,critical,&#9889; SNAP CRITICAL — $0.01 from flip at $626! Dealer positioning about to reverse bearish,626.01,626,0.009999999999990905,Below,SNAP IMMINENT,Bearish,1858884006.2423403,-10567674.809999948
381,2026-03-11T21:14:20,critical,&#9889; SNAP CRITICAL — $0.02 from flip at $626! Dealer positioning about to reverse bearish,626.02,626,0.01999999999998181,Below,SNAP IMMINENT,Bearish,1924045995.864608,-1279584.8799999969
382,2026-03-11T21:14:22,critical,&#9889; SNAP CRITICAL — $0.01 from flip at $626! Dealer positioning about to reverse bearish,626.01,626,0.009999999999990905,Below,SNAP IMMINENT,Bearish,1890736705.1560683,-16913538.17999994
383,2026-03-11T21:14:30,critical,&#9889; SNAP CRITICAL — $0.09 from flip at $626! Dealer positioning about to reverse bearish,626.09,626,0.09000000000003183,Below,SNAP IMMINENT,Bearish,2233002760.6304603,-32017616.51
384,2026-03-11T21:14:30,critical,&#9889; SNAP CRITICAL — $0.09 from flip at $626! Dealer positioning about to reverse bearish,626.09,626,0.09000000000003183,Below,SNAP IMMINENT,Bearish,2195156252.794405,-44107414.410000026
385,2026-03-11T21:14:31,critical,&#9889; SNAP CRITICAL — $0.09 from flip at $626! Dealer positioning about to reverse bearish,626.09,626,0.09000000000003183,Below,SNAP IMMINENT,Bearish,2195156252.794405,-44107414.410000026
386,2026-03-11T21:14:34,critical,&#9889; SNAP CRITICAL — $0.08 from flip at $626! Dealer positioning about to reverse bearish,626.08,626,0.08000000000004093,Below,SNAP IMMINENT,Bearish,2160196332.0770564,-49679448.00000004
387,2026-03-11T21:14:35,critical,&#9889; SNAP CRITICAL — $0.09 from flip at $626! Dealer positioning about to reverse bearish,626.09,626,0.09000000000003183,Below,SNAP IMMINENT,Bearish,2160265339.666624,-57949638.21999995
388,2026-03-11T21:15:45,warning,&#9888; SNAP WARNING — $1.16 from flip level $625. Monitor for downside acceleration,626.16,625,1.1599999999999682,Below,PINNED,Neutral,2401498982.9076476,-180875082.23999998
389,2026-03-11T21:15:51,warning,&#9888; SNAP WARNING — $1.15 from flip level $625. Monitor for downside acceleration,626.15,625,1.1499999999999773,Below,PINNED,Neutral,2396580289.710425,-170981528.19999993
390,2026-03-11T21:15:52,warning,&#9888; SNAP WARNING — $1.15 from flip level $625. Monitor for downside acceleration,626.15,625,1.1499999999999773,Below,PINNED,Neutral,2396580289.710425,-170981528.19999993
391,2026-03-11T21:15:53,warning,&#9888; SNAP WARNING — $1.19 from flip level $625. Monitor for downside acceleration,626.19,625,1.1900000000000546,Below,PINNED,Neutral,2568314781.341713,-127336362.69
392,2026-03-11T21:15:53,warning,&#9888; SNAP WARNING — $1.19 from flip level $625. Monitor for downside acceleration,626.19,625,1.1900000000000546,Below,PINNED,Neutral,2568314781.341713,-127336362.69
393,2026-03-11T21:15:54,critical,&#9889; SNAP CRITICAL — $0.20 from flip at $626! Dealer positioning about to reverse bearish,626.2,626,0.20000000000004547,Below,SNAP IMMINENT,Bearish,2668628251.2132006,-13180257.600000018
394,2026-03-11T21:15:54,critical,&#9889; SNAP CRITICAL — $0.19 from flip at $626! Dealer positioning about to reverse bearish,626.19,626,0.19000000000005457,Below,SNAP IMMINENT,Bearish,2535820301.114506,-33684012.48000001
395,2026-03-11T21:15:55,warning,&#9888; SNAP WARNING — $1.19 from flip level $625. Monitor for downside acceleration,626.19,625,1.1900000000000546,Below,PINNED,Neutral,2537224068.934144,-127336362.69
396,2026-03-11T21:15:55,warning,&#9888; SNAP WARNING — $1.18 from flip level $625. Monitor for downside acceleration,626.18,625,1.17999999999995,Below,PINNED,Neutral,2537143032.705212,-127334329.17999995
397,2026-03-11T21:15:56,critical,&#9889; SNAP CRITICAL — $0.18 from flip at $626! Dealer positioning about to reverse bearish,626.18,626,0.17999999999994998,Below,SNAP IMMINENT,Bearish,2605498068.4423037,-13179836.640000034
398,2026-03-11T21:15:56,critical,&#9889; SNAP CRITICAL — $0.20 from flip at $626! Dealer positioning about to reverse bearish,626.2,626,0.20000000000004547,Below,SNAP IMMINENT,Bearish,2567804700.9604006,-14136465.000000034
399,2026-03-11T21:15:57,critical,&#9889; SNAP CRITICAL — $0.20 from flip at $626! Dealer positioning about to reverse bearish,626.2,626,0.20000000000004547,Below,SNAP IMMINENT,Bearish,2490963603.7780004,-20209978.800000045
400,2026-03-11T21:15:57,warning,&#9888; SNAP WARNING — $1.19 from flip level $625. Monitor for downside acceleration,626.19,625,1.1900000000000546,Below,PINNED,Neutral,2504408055.295735,-137714835.75000003
401,2026-03-11T21:16:00,warning,&#9888; SNAP WARNING — $1.19 from flip level $625. Monitor for downside acceleration,626.19,625,1.1900000000000546,Below,PINNED,Neutral,2583332744.328343,-142158906.18000007
402,2026-03-11T21:16:00,warning,&#9888; SNAP WARNING — $1.19 from flip level $625. Monitor for downside acceleration,626.19,625,1.1900000000000546,Below,PINNED,Neutral,2583332744.328343,-142158906.18000007
403,2026-03-11T21:16:01,warning,&#9888; SNAP WARNING — $1.19 from flip level $625. Monitor for downside acceleration,626.19,625,1.1900000000000546,Below,PINNED,Neutral,2583332744.328343,-142158906.18000007
404,2026-03-11T21:16:01,warning,&#9888; SNAP WARNING — $1.19 from flip level $625. Monitor for downside acceleration,626.19,625,1.1900000000000546,Below,PINNED,Neutral,2583332744.328343,-142158906.18000007
405,2026-03-11T21:16:19,critical,&#9889; SNAP CRITICAL — $0.15 from flip at $626! Dealer positioning about to reverse bearish,626.15,626,0.14999999999997726,Below,SNAP IMMINENT,Bearish,2371013807.8452,-78975047.19999991
406,2026-03-11T21:16:20,critical,&#9889; SNAP CRITICAL — $0.15 from flip at $626! Dealer positioning about to reverse bearish,626.15,626,0.14999999999997726,Below,SNAP IMMINENT,Bearish,2371013807.8452,-77717111.84999992
407,2026-03-11T21:16:25,warning,&#9888; SNAP WARNING — $1.19 from flip level $625. Monitor for downside acceleration,626.19,625,1.1900000000000546,Below,PINNED,Neutral,2635123150.366831,-126475351.44000004
408,2026-03-11T21:16:25,warning,&#9888; SNAP WARNING — $1.19 from flip level $625. Monitor for downside acceleration,626.19,625,1.1900000000000546,Below,PINNED,Neutral,2635123150.366831,-126475351.44000004
409,2026-03-11T21:16:26,warning,&#9888; SNAP WARNING — $1.19 from flip level $625. Monitor for downside acceleration,626.19,625,1.1900000000000546,Below,PINNED,Neutral,2635123150.366831,-125759616.27000004
410,2026-03-11T21:16:27,warning,&#9888; SNAP WARNING — $1.19 from flip level $625. Monitor for downside acceleration,626.19,625,1.1900000000000546,Below,PINNED,Neutral,2635123150.366831,-125759616.27000004
411,2026-03-11T21:16:55,warning,&#9888; SNAP WARNING — $1.16 from flip level $625. Monitor for downside acceleration,626.16,625,1.1599999999999682,Below,PINNED,Neutral,2322178017.4293118,-194069525.7599999
412,2026-03-11T21:16:56,warning,&#9888; SNAP WARNING — $1.14 from flip level $625. Monitor for downside acceleration,626.14,625,1.1399999999999864,Below,PINNED,Neutral,2322029675.731892,-194063327.03999996
413,2026-03-11T21:17:03,critical,&#9889; SNAP CRITICAL — $0.21 from flip at $626! Dealer positioning about to reverse bearish,626.21,626,0.21000000000003638,Below,SNAP IMMINENT,Bearish,2701594336.491258,-78880542.65000013
414,2026-03-11T21:17:03,critical,&#9889; SNAP CRITICAL — $0.21 from flip at $626! Dealer positioning about to reverse bearish,626.21,626,0.21000000000003638,Below,SNAP IMMINENT,Bearish,2701594336.491258,-78880542.65000013
415,2026-03-11T21:17:06,critical,&#9889; SNAP CRITICAL — $0.18 from flip at $626! Dealer positioning about to reverse bearish,626.18,626,0.17999999999994998,Below,SNAP IMMINENT,Bearish,2559731993.9213758,-66609897.49999981
416,2026-03-11T21:17:10,critical,&#9889; SNAP CRITICAL — $0.15 from flip at $626! Dealer positioning about to reverse bearish,626.15,626,0.14999999999997726,Below,SNAP IMMINENT,Bearish,2351077362.471075,-91763534.79999992
417,2026-03-11T21:17:11,critical,&#9889; SNAP CRITICAL — $0.16 from flip at $626! Dealer positioning about to reverse bearish,626.16,626,0.15999999999996817,Below,SNAP IMMINENT,Bearish,2351152459.3691516,-91765000.31999992
418,2026-03-11T21:17:18,warning,&#9888; SNAP WARNING — $1.10 from flip level $625. Monitor for downside acceleration,626.1,625,1.1000000000000227,Below,PINNED,Neutral,2116708533.6975005,-204671463.89999995
